0,-2.73133,-3.26252,12.0554,-34.7772,0
1,-2.78567,-3.20394,12.3229,-914.678,1
2,-2.74012,-3.29555,12.0713,-34.5146,2
3,-2.78541,-3.20388,12.323,-914.609,3
4,-2.7171,-3.26853,12.0605,-27.8138,4
5,-2.71651,-3.26649,12.0601,-27.7623,5
6,-2.72448,-3.27927,12.0676,-27.6784,6
7,-2.71046,-3.26418,12.0589,-27.9131,7
8,-2.68828,-3.26325,12.0562,-21.6524,8
9,-2.71558,-3.29581,12.0695,-34.3948,9
10,-2.8788,-3.49652,11.6746,-881.763,10
11,-2.63413,-3.37182,11.904,-861.919,11
12,-2.71102,-3.29622,12.0692,-34.4243,12
13,-2.71667,-3.1968,12.0477,-34.1935,13
14,-2.71575,-3.19722,12.0476,-34.2041,14
15,-2.66371,-3.24698,12.0521,-28.0287,15
16,-2.66384,-3.23756,12.0525,-34.465,16
17,-2.66632,-3.24647,12.0532,-27.9308,17
18,-2.66532,-3.22858,12.0519,-34.6165,18
19,-2.65324,-3.23674,12.0543,-34.6759,19
20,-2.67245,-3.25669,12.0597,-34.3265,20
21,-2.66848,-3.25513,12.0608,-34.3076,21
22,-2.67129,-3.2547,12.0604,-34.3449,22
23,-2.66988,-3.2557,12.0606,-34.3189,23
24,-2.66321,-3.2372,12.0561,-34.6418,24
25,-2.66908,-3.25541,12.0597,-34.3013,25
26,-2.65906,-3.23652,12.0551,-34.6713,26
27,-2.66593,-3.23886,12.0573,-34.5585,27
28,-2.6682,-3.25311,12.0591,-34.3182,28
29,-2.67179,-3.25906,12.0604,-34.3762,29
