0,5.44365,-2.33915,9.37983,-42.7872,0
1,5.39225,-2.32477,9.37411,-48.8591,1
2,5.48308,-2.28517,9.38685,-41.5919,2
3,5.44544,-2.30412,9.38032,-41.4121,3
4,5.44489,-2.31077,9.37664,-48.0069,4
5,5.44587,-2.30792,9.37769,-41.4092,5
6,5.4383,-2.28192,9.38962,-41.4199,6
7,5.44473,-2.28626,9.38691,-41.2641,7
8,5.54682,-2.37318,9.16813,-835.432,7
9,5.45762,-2.28061,9.39121,-41.3071,8
10,5.45046,-2.30335,9.38334,-41.4466,9
11,5.44228,-2.33063,9.37227,-41.7573,10
12,5.43322,-2.36503,9.36341,-48.1028,11
13,5.41664,-2.36155,9.36444,-48.0802,13
14,5.41501,-2.31038,9.38197,-55.4064,14
15,5.46702,-2.33015,9.37051,-41.4675,15
16,5.42046,-2.31722,9.37729,-48.4939,16
17,5.43886,-2.32327,9.37334,-48.3175,17
18,5.44842,-2.34928,9.36909,-54.9072,18
19,5.45117,-2.37922,9.36048,-49.0714,19
20,5.43503,-2.33895,9.37212,-41.4786,20
21,5.47578,-2.3113,9.3638,-48.2561,21
22,5.46663,-2.32798,9.37005,-47.8931,22
23,5.46931,-2.29393,9.37447,-41.8417,23
24,5.48054,-2.34362,9.36154,-48.1255,24
25,5.43793,-2.34126,9.36789,-35.0373,25
26,5.47975,-2.36241,9.37214,-63.3536,26
27,5.45471,-2.28984,9.38734,-35.5297,27
28,5.50435,-2.32459,9.38623,-47.9449,28
29,5.46378,-2.29453,9.37744,-54.6004,29
