0,3.69443,-1.93759,15.6808,-0.672281,0
1,3.72341,-1.93316,15.6831,-0.627814,1
2,3.69298,-1.94096,15.6823,-0.69943,2
3,3.73332,-1.93923,15.6817,-0.668452,3
4,3.72236,-1.93628,15.6832,-0.657797,5
5,3.72226,-1.93773,15.6825,-0.62825,6
6,3.72236,-1.93721,15.6828,-0.641323,6
7,3.68923,-1.94653,15.6807,-0.705272,7
8,3.72602,-1.93015,15.6855,-0.652674,8
9,3.74837,-1.9283,15.686,-0.674934,9
10,3.72458,-1.92826,15.6862,-0.617595,10
11,3.72492,-1.92995,15.6857,-0.624302,11
12,3.74835,-1.92784,15.6858,-0.667879,12
13,3.77377,-1.93893,15.6817,-0.677336,13
14,3.75415,-1.94889,15.6745,-7.34006,14
15,3.78515,-1.9384,15.6807,-0.734894,15
16,3.72526,-1.94015,15.6832,-0.70429,15
17,3.78877,-1.94125,15.6795,-0.73822,16
18,3.77037,-1.9382,15.6818,-0.714187,17
19,3.7718,-1.93859,15.6812,-0.689073,18
20,3.73859,-1.94092,15.6816,-0.702492,19
21,3.73771,-1.94037,15.6824,-0.681427,20
22,3.76916,-1.9374,15.6821,-0.685718,21
23,3.76985,-1.94124,15.6811,-0.698506,22
24,3.73664,-1.94015,15.6828,-0.688297,25
25,3.7375,-1.94009,15.6823,-0.684238,26
26,3.726,-1.93827,15.6838,-0.715266,27
27,3.5934,-1.95733,15.676,-61.5843,27
28,3.78659,-1.94011,15.68,-0.706279,28
29,3.76642,-1.93779,15.6823,-0.705776,29
